"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-20",,,"0.03",,,"51","60","41"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-21",,,"0.00",,,"49","58","40"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-22",,,"0.00",,,"63","69","57"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-23",,,"0.00",,,"63","72","54"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-24",,,"0.10",,,"54","67","40"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-25",,,"0.02",,,"46","49","42"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-26",,,"0.42",,,"45","48","42"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-27",,,"0.00",,,"44","48","40"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-28",,,"0.00",,,"41","44","37"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-29",,,"0.01",,,"38","42","34"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-11-30",,,"0.00",,,"32","36","28"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-01",,,"0.00",,,"32","38","25"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-02",,,"0.00",,,"42","52","31"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-03",,,"0.05",,,"56","60","51"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-04",,,"0.13",,,"56","61","51"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-05",,,"0.28",,,"57","60","53"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-06",,,"0.13",,,"44","54","34"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-07",,,"0.00",,,"38","42","33"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-08",,,"0.00",,,"43","53","32"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-09",,,"0.00",,,"49","58","40"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-10",,,"0.58",,,"45","52","38"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-11",,,"0.00",,,"35","38","31"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-12",,,"0.10",,,"37","43","31"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-13",,,"0.05",,,"40","42","38"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-14",,,"0.73",,,"43","48","38"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-15",,,"0.09",,,"43","50","36"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-16",,,"0.00",,,"34","38","29"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-17",,,"0.05",,,"29","32","25"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-18",,,"0.00",,,"33","36","29"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-19",,,"0.00",,,"38","50","25"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-20",,,"0.04",,,"38","51","25"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-21",,,"0.00",,,"23","25","20"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-22",,,"0.00",,,"21","25","17"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-23",,,"0.00",,,"23","27","18"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-24",,,"0.02",,,"20","25","15"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-25",,,"0.00",,,"23","27","18"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-26",,,"0.00",,,"30","33","26"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-27",,,"0.01",,,"25","29","21"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-28",,,"0.00",,,"21","28","14"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-29",,,"0.00",,,"32","39","24"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-30",,,"0.00",,,"36","40","32"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1999-12-31",,,"0.00",,,"34","37","30"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","2000-01-01",,,"0.00",,,"43","56","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-02",,,"0.00","0.0","0.0",,"40","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-03",,,"0.00","0.0","0.0",,"44","32"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-04",,,"0.20","0.0","0.0",,"54","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-05",,,"0.00","0.0","0.0",,"37","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-06",,,"0.00","0.0","0.0",,"33","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-07",,,"0.00","0.0","0.0",,"46","25"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-08",,,"0.00","0.0","0.0",,"47","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-09",,,"0.19","0.0","0.0",,"45","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-10",,,"0.20","0.5","0.0",,"38","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-11",,,"0.00","0.0","0.0",,"46","32"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-12",,,"0.19","4.0","1.0",,"35","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-13",,,"0.00","0.0","3.0",,"27","18"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-14",,,"0.00","0.0","1.0",,"39","17"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-15",,,"0.00","0.0","0.0",,"49","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-16",,,"0.01","0.0","0.0",,"54","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-17",,,"0.10","0.0","0.0",,"57","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-18",,,"0.15","0.0","0.0",,"57","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-19",,,"0.00","0.0","0.0",,"33","25"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-20",,,"0.50","0.0","0.0",,"38","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-21",,,"0.10","0.0","0.0",,"41","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-22",,,"0.05","0.0","0.0",,"39","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-23",,,"0.04","0.0","0.0",,"48","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-24",,,"0.00","0.0","0.0",,"56","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-25",,,"0.14","0.0","0.0",,"57","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-26",,,"0.01","0.2","0.0",,"31","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-27",,,"0.00","0.0","0.0",,"54","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-28",,,"0.00","0.0","0.0",,"48","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-29",,,"0.46","5.5","1.0",,"33","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-30",,,"0.00","0.0","5.0",,"36","19"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-01-31",,,"0.00","0.0","3.0",,"40","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-01",,,"0.37","0.0","1.0",,"46","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-02",,,"0.75","0.0","0.0",,"43","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-03",,,"0.08","0.0","0.0",,"39","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-04",,,"0.33","2.0","2.0",,"34","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-05",,,"0.00","0.0","1.0",,"36","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-06",,,"0.00","0.0","1.0",,"50","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-07",,,"0.02","0.0","0.0",,"48","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-08",,,"0.00","0.0","0.0",,"58","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-09",,,"0.25","0.0","0.0",,"57","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-10",,,"0.00","0.0","0.0",,"42","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-11",,,"0.00","0.0","0.0",,"42","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-12",,,"0.00","0.0","0.0",,"42","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-13",,,"0.02","0.0","0.0",,"64","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-14",,,"0.27","1.7","0.0",,"33","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-15",,,"1.22","0.0","1.0",,"36","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-16",,,"0.24","0.0","0.0",,"61","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-17",,,"0.04","1.1","0.0",,"29","14"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-18",,,"0.00","0.0","0.0",,"43","15"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-19",,,"0.00","0.0","0.0",,"41","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-20",,,"0.00","0.0","0.0",,"32","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-21",,,"0.00","0.0","0.0",,"52","19"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-22",,,"0.59","0.0","0.0",,"61","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-23",,,"0.35","1.3","0.0",,"49","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-24",,,"0.17","3.8","1.0",,"35","15"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-25",,,"0.00","0.0","3.0",,"17","6"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-26",,,"0.00","0.0","3.0",,"28","2"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-27",,,"0.00","0.0","2.0",,"43","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-02-28",,,"0.00","0.0","0.0",,"33","19"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-01",,,"0.00","0.0","0.0",,"42","17"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-02",,,"0.00","0.0","0.0",,"53","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-03",,,"0.00","0.1","0.0",,"40","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-04",,,"0.04","1.8","0.0",,"29","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-05",,,"0.01","0.8","2.0",,"33","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-06",,,"0.01","0.3","0.0",,"29","19"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-07",,,"0.00","0.0","0.0",,"36","14"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-08",,,"0.01","0.0","0.0",,"55","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-09",,,"0.18","0.0","0.0",,"57","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-10",,,"0.04","0.0","0.0",,"59","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-11",,,"0.00","0.0","0.0",,"69","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-12",,,"0.00","0.0","0.0",,"75","56"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-13",,,"0.00","0.0","0.0",,"76","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-14",,,"0.00","0.0","0.0",,"79","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-15",,,"0.00","0.0","0.0",,"80","59"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-16",,,"0.19","0.0","0.0",,"59","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-17",,,"0.01","0.0","0.0",,"55","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-18",,,"0.03","0.0","0.0",,"44","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-19",,,"0.16","1.4","0.0",,"38","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-20",,,"0.00","0.0","0.0",,"34","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-21",,,"0.00","0.0","0.0",,"50","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-22",,,"0.08","0.0","0.0",,"65","45"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-23",,,"0.02","0.0","0.0",,"45","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-24",,,"0.00","0.0","0.0",,"35","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-25",,,"0.00","0.0","0.0",,"44","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-26",,,"0.00","0.0","0.0",,"39","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-27",,,"0.00","0.0","0.0",,"42","18"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-28",,,"0.00","0.0","0.0",,"49","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-29",,,"0.02","0.0","0.0",,"52","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-30",,,"0.01","0.0","0.0",,"59","45"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-03-31",,,"0.05","0.0","0.0",,"48","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-01",,,"0.30","0.0","0.0",,"58","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-02",,,"0.10","0.0","0.0",,"49","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-03",,,"0.32","1.8","0.0",,"38","32"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-04",,,"0.08","0.7","1.0",,"51","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-05",,,"0.10","0.0","0.0",,"50","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-06",,,"0.00","0.0","0.0",,"42","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-07",,,"0.09","1.4","1.0",,"37","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-08",,,"0.00","0.0","0.0",,"54","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-09",,,"0.01","0.0","0.0",,"65","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-10",,,"2.10","0.0","0.0",,"55","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-11",,,"0.06","0.2","0.0",,"46","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-12",,,"0.03","0.6","1.0",,"38","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-13",,,"0.00","0.0","0.0",,"50","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-14",,,"0.14","0.0","0.0",,"51","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-15",,,"0.00","0.0","0.0",,"57","32"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-16",,,"0.00","0.0","0.0",,"62","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-17",,,"0.22","0.0","0.0",,"55","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-18",,,"0.00","0.0","0.0",,"52","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-19",,,"0.00","0.0","0.0",,"65","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-20",,,"0.73","0.0","0.0",,"59","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-21",,,"0.29","0.0","0.0",,"58","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-22",,,"0.00","0.0","0.0",,"66","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-23",,,"0.00","0.0","0.0",,"72","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-24",,,"0.00","0.0","0.0",,"83","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-25",,,"0.00","0.0","0.0",,"87","59"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-26",,,"0.00","0.0","0.0",,"86","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-27",,,"0.00","0.0","0.0",,"86","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-28",,,"0.00","0.0","0.0",,"84","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-29",,,"0.00","0.0","0.0",,"71","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-04-30",,,"0.00","0.0","0.0",,"74","46"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-01",,,"0.00","0.0","0.0",,"63","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-02",,,"0.00","0.0","0.0",,"60","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-03",,,"0.05","0.0","0.0",,"61","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-04",,,"1.47","0.0","0.0",,"61","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-05",,,"0.20","0.0","0.0",,"57","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-06",,,"0.00","0.0","0.0",,"60","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-07",,,"0.00","0.0","0.0",,"71","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-08",,,"0.00","0.0","0.0",,"78","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-09",,,"0.00","0.0","0.0",,"78","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-10",,,"0.18","0.0","0.0",,"67","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-11",,,"0.00","0.0","0.0",,"58","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-12",,,"0.22","0.0","0.0",,"56","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-13",,,"0.70","0.0","0.0",,"58","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-14",,,"0.00","0.0","0.0",,"71","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-15",,,"0.31","0.0","0.0",,"73","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-16",,,"0.81","0.0","0.0",,"75","61"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-17",,,"0.61","0.0","0.0",,"67","51"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-18",,,"0.02","0.0","0.0",,"63","51"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-19",,,"0.00","0.0","0.0",,"68","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-20",,,"0.21","0.0","0.0",,"77","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-21",,,"0.00","0.0","0.0",,"56","47"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-22",,,"0.00","0.0","0.0",,"60","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-23",,,"0.00","0.0","0.0",,"65","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-24",,,"0.00","0.0","0.0",,"69","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-25",,,"0.45","0.0","0.0",,"73","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-26",,,"0.02","0.0","0.0",,"70","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-27",,,"0.00","0.0","0.0",,"71","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-28",,,"0.21","0.0","0.0",,"73","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-29",,,"0.64","0.0","0.0",,"55","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-30",,,"0.00","0.0","0.0",,"63","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-05-31",,,"0.00","0.0","0.0",,"71","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-01",,,"0.00","0.0","0.0",,"79","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-02",,,"0.06","0.0","0.0",,"80","65"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-03",,,"0.16","0.0","0.0",,"80","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-04",,,"0.00","0.0","0.0",,"56","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-05",,,"0.00","0.0","0.0",,"67","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-06",,,"0.00","0.0","0.0",,"75","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-07",,,"0.00","0.0","0.0",,"75","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-08",,,"0.44","0.0","0.0",,"82","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-09",,,"0.05","0.0","0.0",,"83","65"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-10",,,"0.00","0.0","0.0",,"69","56"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-11",,,"0.00","0.0","0.0",,"72","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-12",,,"0.00","0.0","0.0",,"71","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-13",,,"0.00","0.0","0.0",,"87","63"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1990-06-14",,,"0.00","0.0","0.0",,"82","65"
