"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-12",,,"0.00","0.0","0.0",,"31","15"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-13",,,"0.02","0.0","0.0",,"36","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-14",,,"0.00","0.0","0.0",,"37","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-15",,,"0.00","0.0","0.0",,"43","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-16",,,"0.02","0.0","0.0",,"64","32"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-17",,,"0.34","1.0","0.0",,"57","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-18",,,"0.08","1.0","2.0",,"40","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-19",,,"0.00","0.0","0.0",,"55","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-20",,,"0.08","0.0","0.0",,"60","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-21",,,"0.96","0.0","0.0",,"53","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-22",,,"0.00","0.0","0.0",,"33","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-23",,,"0.00","0.0","0.0",,"45","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-24",,,"0.28","0.0","0.0",,"48","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-25",,,"0.01","0.0","0.0",,"34","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-26",,,"0.00","0.0","0.0",,"37","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-27",,,"0.00","0.0","0.0",,"54","25"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-28",,,"0.27","0.0","0.0",,"55","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-29",,,"0.12","0.0","0.0",,"45","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-30",,,"0.29","0.0","0.0",,"47","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-03-31",,,"0.03","0.0","0.0",,"52","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-01",,,"0.00","0.0","0.0",,"47","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-02",,,"0.00","0.0","0.0",,"50","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-03",,,"0.81","0.0","0.0",,"60","32"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-04",,,"0.11","0.0","0.0",,"47","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-05",,,"0.00","0.0","0.0",,"55","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-06",,,"0.00","0.0","0.0",,"64","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-07",,,"0.02","0.0","0.0",,"64","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-08",,,"0.27","0.0","0.0",,"66","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-09",,,"0.07","0.0","0.0",,"58","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-10",,,"0.03","0.0","0.0",,"43","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-11",,,"0.00","0.0","0.0",,"57","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-12",,,"0.11","0.0","0.0",,"53","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-13",,,"0.00","0.0","0.0",,"45","32"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-14",,,"0.88","0.0","0.0",,"55","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-15",,,"0.20","0.0","0.0",,"40","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-16",,,"0.02","0.0","0.0",,"36","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-17",,,"0.00","0.0","0.0",,"50","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-18",,,"0.00","0.0","0.0",,"65","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-19",,,"0.00","0.0","0.0",,"70","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-20",,,"0.00","0.0","0.0",,"66","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-21",,,"0.00","0.0","0.0",,"60","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-22",,,"0.00","0.0","0.0",,"77","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-23",,,"0.00","0.0","0.0",,"65","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-24",,,"0.00","0.0","0.0",,"53","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-25",,,"0.00","0.0","0.0",,"53","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-26",,,"0.00","0.0","0.0",,"56","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-27",,,"0.13","0.0","0.0",,"51","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-28",,,"0.00","0.0","0.0",,"55","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-29",,,"0.00","0.0","0.0",,"55","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-04-30",,,"0.00","0.0","0.0",,"55","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-01",,,"0.00","0.0","0.0",,"59","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-02",,,"0.00","0.0","0.0",,"66","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-03",,,"0.00","0.0","0.0",,"74","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-04",,,"0.00","0.0","0.0",,"77","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-05",,,"0.00","0.0","0.0",,"85","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-06",,,"0.00","0.0","0.0",,"67","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-07",,,"0.00","0.0","0.0",,"60","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-08",,,"0.01","0.0","0.0",,"49","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-09",,,"0.00","0.0","0.0",,"56","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-10",,,"0.17","0.0","0.0",,"70","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-11",,,"0.04","0.0","0.0",,"71","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-12",,,"0.50","0.0","0.0",,"65","51"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-13",,,"0.43","0.0","0.0",,"78","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-14",,,"0.02","0.0","0.0",,"56","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-15",,,"0.00","0.0","0.0",,"59","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-16",,,"0.00","0.0","0.0",,"62","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-17",,,"0.60","0.0","0.0",,"62","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-18",,,"0.64","0.0","0.0",,"73","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-19",,,"0.00","0.0","0.0",,"65","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-20",,,"0.00","0.0","0.0",,"67","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-21",,,"0.00","0.0","0.0",,"68","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-22",,,"0.00","0.0","0.0",,"78","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-23",,,"0.00","0.0","0.0",,"79","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-24",,,"0.00","0.0","0.0",,"74","61"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-25",,,"0.00","0.0","0.0",,"74","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-26",,,"0.00","0.0","0.0",,"65","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-27",,,"0.00","0.0","0.0",,"68","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-28",,,"0.00","0.0","0.0",,"81","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-29",,,"0.00","0.0","0.0",,"83","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-30",,,"0.49","0.0","0.0",,"81","63"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-05-31",,,"0.23","0.0","0.0",,"80","59"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-01",,,"0.18","0.0","0.0",,"74","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-02",,,"0.33","0.0","0.0",,"79","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-03",,,"0.00","0.0","0.0",,"77","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-04",,,"0.00","0.0","0.0",,"68","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-05",,,"0.21","0.0","0.0",,"74","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-06",,,"0.37","0.0","0.0",,"84","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-07",,,"0.35","0.0","0.0",,"81","59"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-08",,,"0.00","0.0","0.0",,"72","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-09",,,"0.50","0.0","0.0",,"64","45"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-10",,,"0.00","0.0","0.0",,"55","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-11",,,"0.00","0.0","0.0",,"62","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-12",,,"0.00","0.0","0.0",,"72","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-13",,,"0.00","0.0","0.0",,"79","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-14",,,"0.00","0.0","0.0",,"83","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-15",,,"0.34","0.0","0.0",,"77","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-16",,,"0.00","0.0","0.0",,"61","46"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-17",,,"0.00","0.0","0.0",,"67","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-18",,,"0.00","0.0","0.0",,"76","47"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-19",,,"0.37","0.0","0.0",,"80","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-20",,,"0.00","0.0","0.0",,"71","51"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-21",,,"0.00","0.0","0.0",,"76","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-22",,,"0.00","0.0","0.0",,"81","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-23",,,"0.00","0.0","0.0",,"85","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-24",,,"0.04","0.0","0.0",,"82","65"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-25",,,"0.00","0.0","0.0",,"85","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-26",,,"0.00","0.0","0.0",,"88","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-27",,,"0.00","0.0","0.0",,"77","63"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-28",,,"0.00","0.0","0.0",,"90","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-29",,,"0.00","0.0","0.0",,"86","65"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-06-30",,,"0.00","0.0","0.0",,"71","56"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-01",,,"0.00","0.0","0.0",,"80","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-02",,,"0.00","0.0","0.0",,"77","61"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-03",,,"0.00","0.0","0.0",,"76","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-04",,,"0.00","0.0","0.0",,"85","56"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-05",,,"0.30","0.0","0.0",,"84","64"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-06",,,"0.00","0.0","0.0",,"72","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-07",,,"0.02","0.0","0.0",,"80","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-08",,,"0.00","0.0","0.0",,"87","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-09",,,"0.11","0.0","0.0",,"80","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-10",,,"0.00","0.0","0.0",,"82","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-11",,,"1.05","0.0","0.0",,"92","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-12",,,"0.26","0.0","0.0",,"75","63"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-13",,,"0.00","0.0","0.0",,"76","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-14",,,"0.00","0.0","0.0",,"87","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-15",,,"0.00","0.0","0.0",,"97","70"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-16",,,"0.31","0.0","0.0",,"92","71"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-17",,,"0.00","0.0","0.0",,"85","67"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-18",,,"0.00","0.0","0.0",,"82","64"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-19",,,"0.00","0.0","0.0",,"93","67"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1980-07-20",,,"0.00","0.0","0.0",,"95","73"
